State,Region,Division,County,FIPS,GEOID,SMS Region,Year,Premature death,Poor or fair health,Poor physical health days,Poor mental health days,Low birthweight,Adult smoking,Adult obesity,Food environment index,Physical inactivity,Access to exercise opportunities,Excessive drinking,Alcohol-impaired driving deaths,Sexually transmitted infections,Teen births,Uninsured,Primary care physicians,Dentists,Mental health providers,Preventable hospital stays,Diabetic screening,Mammography screening,High school graduation,Some college,Unemployment,Children in poverty,Income inequality,Children in single-parent households,Social associations,Violent crime,Injury deaths,Air pollution - particulate matter,Drinking water violations,Severe housing problems,Driving alone to work,Long commute - driving alone,2011 population estimate,Population that is not proficient in English,Population living in a rural area,Diabetes,HIV prevalence rate,Premature age-adjusted mortality,Infant mortality,Child mortality,Food insecurity,Limited access to healthy foods,Motor vehicle crash deaths,Drug poisoning deaths,Uninsured adults,Uninsured children,Health care costs,Could not see doctor due to cost,Other primary care providers,Median household income,Children eligible for free lunch,Homicide rate,Inadequate social support
SC,South,South Atlantic,Colleton County,45029,045029,Region 20,1/1/2015,12251,0.201,4.4,4.1,0.1,0.241,0.382,5.6,0.318,0.427,0.105,0.349,841.3,66.1,0.237,55,24,90,72.7,0.85,0.61,0.76,0.509,0.095,0.393,4.699,0.455,11.27,697.01,111.6,12.6,0.01,0.189,0.844,0.507,37788,0.007,0.756,0.166,399.7,549.5,9.3,96.6,0.196,0.12,32.85,16.61,0.291,0.101,10879,0.226,45,33817,0.696,16.5,
SC,South,South Atlantic,Darlington County,45031,045031,Region 20,1/1/2014,11560,0.226,5.1,3.9,0.13,0.236,0.357,6.584,0.325,0.444,0.095,0.46,881.4,58.3,0.186,54,26,73,81.21,0.78,0.66,0.89,0.479,0.107,0.347,,0.443,,899.17,86.3,12.19,0.052,0.15,0.835,0.283,68139,0.006,0.578,0.147,356.1,534.8,10.4,89.5,0.201,0.056,30.87,10.01,0.231,0.075,10234,0.212,40,34103,0.662,11.68,0.286
SC,South,South Atlantic,Darlington County,45031,045031,Region 20,1/1/2015,12139,0.226,5.1,3.9,0.13,0.236,0.341,6.3,0.328,0.699,0.095,0.47,720.6,58.4,0.191,50,28,110,71.22,0.75,0.64,0.93,0.496,0.089,0.392,5.35,0.482,14.382,820.82,78.8,12.19,0.061,0.156,0.836,0.282,67935,0.005,0.578,0.154,356.1,548.6,11.1,89.5,0.196,0.056,28.78,10.84,0.239,0.07,10368,0.212,41,34209,0.662,13.5,
SC,South,South Atlantic,Dillon County,45033,045033,Region 20,1/1/2014,11204,0.267,5.1,4.1,0.14,0.211,0.398,5.199,0.365,0.096,0.095,0.158,1036,76.5,0.216,54,25,41,78.46,0.82,0.62,0.664,0.37,0.143,0.41,,0.548,,1411.36,81.5,12.1,0,0.172,0.783,0.281,31446,0.013,0.695,0.141,425.3,563.3,6.1,73.1,0.266,0.065,27.63,6.8,0.279,0.071,10170,0.233,38,29205,0.726,10.87,0.325
SC,South,South Atlantic,Dillon County,45033,045033,Region 20,1/1/2015,11633,0.267,5.1,4.1,0.13,0.211,0.398,5,0.367,0.549,0.095,0.17,989,76.7,0.218,57,26,70,83.71,0.82,0.65,0.639,0.367,0.118,0.429,4.831,0.551,10.812,1229.33,78.2,12.1,0,0.2,0.765,0.28,31229,0.012,0.695,0.146,425.3,574.7,,59.5,0.25,0.065,26.19,6.77,0.281,0.073,10247,0.233,45,33696,0.762,12.6,
SC,South,South Atlantic,Dorchester County,45035,045035,Region 20,1/1/2014,6834,0.147,3.9,3.8,0.09,0.192,0.29,7.901,0.248,0.572,0.152,0.429,573.5,40.9,0.171,40,52,88,61.18,0.88,0.7,0.752,0.629,0.073,0.169,,0.346,,502.83,55.2,12.52,0,0.139,0.83,0.464,142496,0.012,0.195,0.103,215,352.8,6.4,42.6,0.138,0.05,17.52,6.57,0.21,0.084,9715,0.143,25,53924,0.345,5.3,0.19
SC,South,South Atlantic,Dorchester County,45035,045035,Region 20,1/1/2015,6391,0.147,3.9,3.8,0.09,0.192,0.304,7.6,0.23,0.792,0.152,0.464,521.4,38.8,0.173,39,55,120,59.24,0.88,0.7,0.766,0.653,0.064,0.186,4.187,0.367,6.386,473.31,53.5,12.52,0,0.146,0.837,0.46,145397,0.011,0.195,0.099,215,333.2,6,41.2,0.138,0.05,15.58,8.7,0.212,0.085,10113,0.143,27,55193,0.395,5.6,
SC,South,South Atlantic,Edgefield County,45037,045037,Region 24,1/1/2014,6365,0.155,3.5,3.4,0.1,0.204,0.357,7.469,0.259,0.325,0.107,0.484,397.5,34.3,0.189,30,20,27,51.63,0.85,0.64,0.79,0.426,0.091,0.276,,0.402,,194.79,57,12.77,0,0.164,0.781,0.421,26347,0.022,0.733,0.127,469.1,331,,,0.172,0.026,16.72,8.09,0.227,0.093,8237,0.182,19,42065,0.552,6.47,0.238
SC,South,South Atlantic,Edgefield County,45037,045037,Region 24,1/1/2015,7384,0.155,3.5,3.4,0.09,0.204,0.338,7.2,0.267,0.461,0.107,0.458,375.8,35,0.181,27,23,34,66.82,0.86,0.67,0.73,0.419,0.079,0.271,5.588,0.419,11.766,182.25,53.8,12.77,0,0.144,0.811,0.403,26436,0.019,0.733,0.128,469.1,336.6,,53.5,0.169,0.026,17.7,7.51,0.216,0.09,9003,0.182,19,44862,0.561,7.5,
SC,South,South Atlantic,Fairfield County,45039,045039,Region 20,1/1/2014,10871,0.139,3.2,3.8,0.12,0.156,0.397,5.906,0.342,0.157,0.113,0.408,496.4,51.5,0.181,38,13,63,57.25,0.89,0.64,0.69,0.425,0.12,0.349,,0.575,,797.25,71.5,12.51,0.328,0.155,0.856,0.477,23363,0.001,0.783,0.164,384.2,499.7,12.3,106.7,0.226,0.073,38.54,,0.22,0.076,9119,0.116,21,34007,0.663,10.67,0.305
SC,South,South Atlantic,Fairfield County,45039,045039,Region 20,1/1/2015,11562,0.139,3.2,3.8,0.12,0.156,0.406,5.5,0.306,0.339,0.113,0.478,646.3,49.8,0.185,43,17,82,59.39,0.9,0.65,0.77,0.426,0.094,0.348,5.624,0.556,12.841,709.86,71.4,12.51,0.423,0.17,0.852,0.487,23109,0.004,0.783,0.179,384.2,499.6,,94.2,0.223,0.073,28.11,6.58,0.224,0.076,8582,0.116,26,35531,0.799,10.5,
SC,South,South Atlantic,Florence County,45041,045041,Region 20,1/1/2014,10509,0.194,3.9,3.5,0.13,0.211,0.361,6.226,0.3,0.418,0.123,0.355,816.8,51.9,0.179,94,57,111,85.1,0.84,0.62,0.809,0.558,0.097,0.291,,0.502,,606.77,70.3,12.21,0,0.141,0.837,0.237,137948,0.008,0.385,0.137,548.1,506.9,11.5,95.3,0.199,0.094,22.67,7.16,0.223,0.073,9825,0.166,57,40577,0.573,8.98,0.247
SC,South,South Atlantic,Florence County,45041,045041,Region 20,1/1/2015,10327,0.194,3.9,3.5,0.12,0.211,0.369,6,0.28,0.573,0.123,0.301,739.4,51.2,0.179,94,59,181,72.94,0.85,0.63,0.805,0.563,0.085,0.287,5.01,0.488,12.541,521.3,66,12.21,0,0.146,0.843,0.253,138326,0.007,0.385,0.137,548.1,503.3,11.9,95,0.191,0.094,21.47,8.63,0.225,0.068,9933,0.166,61,41028,0.607,7.7,
SC,South,South Atlantic,Georgetown County,45043,045043,Region 20,1/1/2014,10092,0.161,3.6,3.7,0.11,0.181,0.351,6.695,0.281,0.482,0.161,0.429,621.8,54.6,0.214,57,46,36,65.01,0.81,0.68,0.84,0.538,0.098,0.35,,0.446,,626.74,90.3,12.29,0,0.185,0.806,0.339,60189,0.011,0.415,0.134,384,424.8,12.3,88.3,0.181,0.084,30,10,0.252,0.112,9533,0.156,28,40962,0.568,6.43,0.22
SC,South,South Atlantic,Georgetown County,45043,045043,Region 20,1/1/2015,8756,0.161,3.6,3.7,0.11,0.181,0.348,6.5,0.279,0.659,0.161,0.375,584.8,52.6,0.228,56,48,71,55.77,0.85,0.68,0.86,0.568,0.082,0.379,5.215,0.5,17.943,568.45,77.7,12.29,0,0.195,0.816,0.35,60440,0.012,0.415,0.136,384,401,12.3,72,0.172,0.084,28,11.86,0.272,0.11,9359,0.156,31,41213,0.586,8.8,
SC,South,South Atlantic,Greenville County,45045,045045,Region 20,1/1/2014,7300,0.142,3.4,3.4,0.09,0.195,0.298,7.275,0.244,0.779,0.126,0.392,440.5,44.7,0.195,94,56,103,42.45,0.85,0.66,0.74,0.635,0.071,0.232,,0.333,,589.08,68.7,12.98,0,0.14,0.838,0.242,467605,0.031,0.126,0.107,259.9,367.3,6.5,60.9,0.141,0.105,17.38,16.21,0.238,0.089,8900,0.15,67,47044,0.411,6.16,0.184
SC,South,South Atlantic,Greenville County,45045,045045,Region 20,1/1/2015,7042,0.142,3.4,3.4,0.09,0.195,0.296,7,0.237,0.823,0.126,0.421,411.9,43.6,0.197,94,58,161,39.36,0.86,0.67,0.72,0.642,0.06,0.245,5.009,0.337,13.259,572.01,68.9,12.98,0,0.143,0.848,0.245,474266,0.027,0.126,0.106,259.9,361.5,6.6,53.7,0.141,0.105,16.02,17.04,0.241,0.091,9076,0.15,75,49476,0.421,5.9,
SC,South,South Atlantic,Greenwood County,45047,045047,Region 20,1/1/2014,8901,0.179,3.6,3.6,0.11,0.226,0.336,7.017,0.295,0.56,0.132,0.578,899.3,53.7,0.201,107,47,152,54.01,0.87,0.74,0.782,0.499,0.104,0.304,,0.485,,1300.38,72,12.84,0.001,0.16,0.876,0.195,69756,0.021,0.398,0.109,329.7,425.9,12.6,84.9,0.181,0.053,17.73,10.22,0.249,0.085,8793,0.128,47,37187,0.515,6.05,0.215
SC,South,South Atlantic,Greenwood County,45047,045047,Region 20,1/1/2015,8124,0.179,3.6,3.6,0.11,0.226,0.324,6.6,0.263,0.863,0.132,0.545,910.3,51.9,0.211,103,49,221,46.58,0.9,0.7,0.776,0.559,0.087,0.347,5.265,0.487,15.052,1351.17,71.9,12.84,0,0.157,0.871,0.214,69723,0.021,0.398,0.107,329.7,404.9,11.8,83.6,0.184,0.053,16.53,11.16,0.261,0.089,8775,0.128,59,37217,0.521,7.4,
SC,South,South Atlantic,Hampton County,45049,045049,Insuff Data,1/1/2014,10687,0.229,4,3.1,0.11,0.189,0.424,5.949,0.312,0.185,0.107,0.4,773.3,55.8,0.203,43,22,36,96.96,0.81,0.62,0.734,0.404,0.123,0.384,,0.476,,739.9,86.9,12.66,0.007,0.152,0.785,0.402,20726,0.014,0.785,0.167,593.5,549.6,11.8,76.8,0.228,0.065,31.74,8.1,0.249,0.096,10000,0.239,29,32934,0.686,12.83,0.327
SC,South,South Atlantic,Hampton County,45049,045049,Insuff Data,1/1/2015,8935,0.229,4,3.1,0.11,0.189,0.434,5.7,0.326,0.371,0.107,0.35,815.4,57.3,0.2,43,29,69,72.67,0.83,0.63,0.717,0.416,0.103,0.369,6.193,0.453,13.992,770.64,87.6,12.66,0.007,0.166,0.786,0.372,20408,0.014,0.785,0.17,593.5,488.8,10.9,,0.216,0.065,27.81,10.85,0.247,0.088,9887,0.239,29,32941,0.703,15.3,
SC,South,South Atlantic,Horry County,45051,045051,Region 20,1/1/2014,8485,0.157,3.8,3.9,0.1,0.246,0.278,7.376,0.251,0.721,0.167,0.347,458.1,45.9,0.262,62,39,95,60.52,0.87,0.67,0.75,0.564,0.102,0.325,,0.393,,657.04,75.7,12.13,0,0.19,0.825,0.262,282285,0.023,0.304,0.114,295.2,394.9,9.3,82.4,0.159,0.06,22.83,14.6,0.304,0.133,9525,0.179,43,40249,0.564,7.19,0.2
SC,South,South Atlantic,Horry County,45051,045051,Region 20,1/1/2015,8537,0.157,3.8,3.9,0.1,0.246,0.277,7.1,0.23,0.85,0.167,0.349,454.9,43.9,0.256,62,40,134,55.95,0.88,0.66,0.77,0.589,0.085,0.313,4.268,0.394,10.309,658.13,72.1,12.13,0.011,0.2,0.829,0.263,289650,0.022,0.304,0.113,295.2,395.8,9.1,66,0.158,0.06,20.17,13.9,0.308,0.101,9613,0.179,52,41808,0.572,6.9,
SC,South,South Atlantic,Jasper County,45053,045053,Region 19,1/1/2014,9962,0.159,3.7,3.5,0.11,0.262,0.415,6.893,0.257,0.21,0.193,0.294,420.7,70.3,0.274,24,26,22,87.87,0.8,0.6,0.73,0.329,0.086,0.394,,0.442,,520.09,105.1,12.71,0,0.224,0.777,0.484,25833,0.048,0.667,0.131,430.9,511.3,,62.5,0.19,0.047,44.01,12.4,0.337,0.126,9588,0.233,27,35692,0.649,15.5,0.347
SC,South,South Atlantic,Jasper County,45053,045053,Region 19,1/1/2015,9417,0.159,3.7,3.5,0.11,0.262,0.395,6.7,0.255,0.699,0.193,0.316,414.2,67.8,0.276,27,38,34,66.7,0.82,0.6,0.65,0.364,0.071,0.403,4.088,0.477,9.678,350.7,97.8,12.71,0,0.204,0.778,0.534,26629,0.042,0.667,0.133,430.9,458.4,,60.9,0.179,0.047,39.64,9.47,0.338,0.128,8834,0.233,34,34852,0.601,18,
SC,South,South Atlantic,Kershaw County,45055,045055,Region 20,1/1/2014,8692,0.15,3.4,2.8,0.09,0.222,0.311,7.435,0.28,0.544,0.13,0.485,529.9,55.7,0.197,50,25,75,75.99,0.87,0.66,0.73,0.564,0.084,0.25,,0.327,,497.65,78.5,12.36,0.022,0.132,0.827,0.436,62343,0.01,0.577,0.124,297.8,435.4,6.5,64.7,0.15,0.072,27.63,10.42,0.243,0.084,9937,0.142,30,46019,0.484,6.54,0.222
SC,South,South Atlantic,Kershaw County,45055,045055,Region 20,1/1/2015,8901,0.15,3.4,2.8,0.1,0.222,0.309,7.2,0.285,0.604,0.13,0.556,498.9,51.5,0.2,51,26,98,68.24,0.86,0.69,0.79,0.587,0.067,0.258,4.612,0.331,12.672,492.04,78.3,12.36,0,0.129,0.827,0.439,62516,0.009,0.577,0.119,297.8,436,6.2,56.3,0.148,0.072,27.04,12.93,0.247,0.085,9380,0.142,37,44787,0.467,7.8,
SC,South,South Atlantic,Lancaster County,45057,045057,Region 20,1/1/2014,9194,0.167,3.3,4.1,0.11,0.188,0.319,6.703,0.309,0.53,0.146,0.363,400.5,58.7,0.202,41,31,14,72.39,0.88,0.64,0.74,0.527,0.118,0.292,,0.428,,502.24,73.4,12.46,0.102,0.138,0.842,0.408,79089,0.008,0.5,0.127,207.4,422.9,8,71.8,0.192,0.062,25.39,12.39,0.245,0.091,9142,0.127,39,43479,0.496,6.7,0.2
SC,South,South Atlantic,Lancaster County,45057,045057,Region 20,1/1/2015,9159,0.167,3.3,4.1,0.11,0.188,0.347,6.6,0.277,0.551,0.146,0.373,374.3,56.8,0.204,43,31,31,59.14,0.89,0.67,0.8,0.537,0.093,0.246,4.873,0.441,13.656,516.65,84.3,12.46,0.086,0.146,0.837,0.424,80458,0.006,0.5,0.135,207.4,412.8,8,75.9,0.177,0.062,22.19,13.7,0.249,0.089,9298,0.127,45,40837,0.496,9.5,
SC,South,South Atlantic,Laurens County,45059,045059,Region 20,1/1/2014,10626,0.189,3.9,4.6,0.11,0.227,0.358,6.84,0.332,0.55,0.106,0.552,503.5,63.1,0.2,57,26,36,62.6,0.85,0.62,0.674,0.472,0.091,0.35,,0.468,,758.63,76.7,12.82,0.292,0.132,0.821,0.353,66223,0.011,0.642,0.139,240.4,527.7,11.9,72.8,0.17,0.091,19.98,15.73,0.243,0.091,9658,0.167,12,36483,0.613,7.65,0.271
SC,South,South Atlantic,Laurens County,45059,045059,Region 20,1/1/2015,10260,0.189,3.9,4.6,0.11,0.227,0.378,6.6,0.331,0.61,0.106,0.506,483.2,62.6,0.2,57,27,53,61.07,0.87,0.61,0.712,0.485,0.075,0.351,4.13,0.481,13.439,721.85,82.2,12.82,0.293,0.137,0.824,0.356,66229,0.011,0.642,0.147,240.4,526.5,11.2,53.6,0.167,0.091,20.52,14.96,0.245,0.083,9845,0.167,24,36771,0.647,9.1,
SC,South,South Atlantic,Lee County,45061,045061,Region 20,1/1/2014,11776,0.255,3.8,4.4,0.14,0.164,0.396,5.861,0.327,0.199,0.122,0.286,648.2,62.9,0.203,11,10,63,75.85,0.88,0.66,0.725,0.346,0.121,0.401,,0.625,,557.65,78.5,12.26,0,0.184,0.801,0.459,18654,0.008,0.72,0.142,644.8,591.8,12.5,66.9,0.25,0.031,38.31,,0.256,0.073,9318,0.223,27,30053,0.828,15.18,0.366
SC,South,South Atlantic,Lee County,45061,045061,Region 20,1/1/2015,11917,0.255,3.8,4.4,0.14,0.164,0.414,5.7,0.316,0.055,0.122,0.364,777.3,62.1,0.199,11,11,82,61.23,0.74,0.65,0.775,0.406,0.094,0.442,4.529,0.608,10.185,593.22,63.6,12.26,0,0.17,0.784,0.44,18347,0.008,0.72,0.149,644.8,602.6,,83,0.236,0.031,27.26,,0.25,0.072,9725,0.223,27,30972,0.869,12.7,
SC,South,South Atlantic,Lexington County,45063,045063,Region 20,1/1/2014,7176,0.152,3.1,3.7,0.08,0.199,0.307,8.108,0.264,0.479,0.146,0.582,408.4,43.2,0.178,57,37,109,42.49,0.85,0.67,0.775,0.661,0.069,0.214,,0.332,,383.33,67.2,12.59,0.155,0.12,0.844,0.348,270406,0.019,0.253,0.114,258.7,358,6.5,57,0.121,0.063,20.43,11.63,0.215,0.086,8990,0.15,32,52249,0.378,4.63,0.167
SC,South,South Atlantic,Lexington County,45063,045063,Region 20,1/1/2015,7451,0.152,3.1,3.7,0.08,0.199,0.303,7.8,0.244,0.757,0.146,0.565,433.1,41.3,0.172,60,41,145,37.76,0.86,0.68,0.792,0.665,0.058,0.188,4.182,0.324,12.019,374.27,69.9,12.59,0.103,0.125,0.845,0.356,273752,0.016,0.253,0.108,258.7,366.9,6,57.1,0.124,0.063,19.73,13.5,0.21,0.077,9202,0.15,39,53880,0.494,5,
SC,South,South Atlantic,Marion County,45067,045067,Region 20,1/1/2014,14130,0.24,4.3,3.5,0.13,0.2,0.388,5.385,0.323,0.47,0.074,0.415,1001.6,72,0.207,40,18,43,78.89,0.84,0.55,0.664,0.422,0.181,0.443,,0.605,,889.76,94.1,12.14,0,0.155,0.792,0.39,32457,0.009,0.608,0.154,523.4,619.2,13.7,150.2,0.279,0.022,33.78,7.18,0.258,0.081,8922,0.194,34,29140,0.772,11.4,0.285
SC,South,South Atlantic,Marion County,45067,045067,Region 20,1/1/2015,13297,0.24,4.3,3.5,0.13,0.2,0.398,5.2,0.317,0.709,0.074,0.426,970.5,72.5,0.203,43,19,65,67.62,0.87,0.6,0.709,0.45,0.147,0.535,5.518,0.612,12.016,892.97,98,12.14,0,0.157,0.822,0.42,32072,0.009,0.608,0.167,523.4,601.3,14.7,119.1,0.259,0.022,32.59,8.15,0.253,0.079,8613,0.194,41,28520,0.788,14.3,
SC,South,South Atlantic,Marlboro County,45069,045069,Region 20,1/1/2014,11359,0.283,5.4,4.1,0.14,0.231,0.408,4.98,0.301,0.001,0.116,0.294,901.5,67,0.203,25,19,105,78.04,0.84,0.58,0.62,0.303,0.167,0.357,,0.628,,1114.16,83.1,12.19,0.062,0.166,0.813,0.266,28145,0.007,0.55,0.139,419,537.8,9.4,81.2,0.275,0.068,29.72,6.93,0.255,0.07,9740,0.246,21,28927,0.713,16.84,0.356
SC,South,South Atlantic,Marlboro County,45069,045069,Region 20,1/1/2015,11774,0.283,5.4,4.1,0.14,0.231,0.398,4.8,0.324,0.43,0.116,0.3,749.7,67.4,0.204,28,21,171,79.18,0.69,0.58,0.65,0.272,0.129,0.408,4.603,0.636,7.106,1164.6,75.8,12.19,0.064,0.164,0.839,0.291,28003,0.007,0.55,0.142,419,560.9,9.7,101.2,0.258,0.068,26.7,8.4,0.253,0.079,9665,0.246,25,31185,0.701,16.3,
SC,South,South Atlantic,McCormick County,45065,045065,Insuff Data,1/1/2014,6662,0.244,5,5.9,0.14,0.173,0.345,6.894,0.263,0.973,0.119,0.636,597.9,55.2,0.173,30,9,44,41.43,0.89,0.78,0.775,0.425,0.129,0.363,,0.409,,432.58,51,12.87,0,0.143,0.818,0.442,9943,0.003,1,0.145,597.4,344.8,,,0.206,0.016,22.52,,0.196,0.094,8803,0.188,20,39413,0.588,,0.345
SC,South,South Atlantic,McCormick County,45065,045065,Insuff Data,1/1/2015,9563,0.244,5,5.9,0.13,0.173,0.322,6.8,0.3,0.973,0.119,0.545,392.2,55,0.175,30,10,50,34.38,0.9,0.74,0.775,0.446,0.109,0.378,4.579,0.509,11.063,380.92,59.2,12.87,0,0.128,0.833,0.494,9947,0.004,1,0.144,597.4,365.9,,,0.193,0.016,22.54,,0.2,0.089,7944,0.188,30,38186,0.609,,
SC,South,South Atlantic,Newberry County,45071,045071,Region 20,1/1/2014,8819,0.16,5,4.3,0.11,0.246,0.351,7.312,0.284,0.352,0.19,0.35,790,57.9,0.192,66,26,57,65.1,0.88,0.65,0.76,0.489,0.086,0.27,,0.412,,354.46,71.5,12.67,0.001,0.137,0.843,0.336,37576,0.027,0.678,0.133,268.8,448.7,7,55.8,0.164,0.057,21.27,7.73,0.229,0.099,8718,0.166,32,38808,0.578,4.64,0.215
SC,South,South Atlantic,Newberry County,45071,045071,Region 20,1/1/2015,8974,0.16,5,4.3,0.11,0.246,0.346,7.1,0.276,0.592,0.19,0.375,636,55.8,0.225,67,27,59,51.58,0.89,0.69,0.74,0.509,0.07,0.284,4.624,0.419,14.105,383.15,69.9,12.67,0.001,0.135,0.868,0.324,37521,0.02,0.678,0.138,268.8,442.4,5.5,41,0.16,0.057,18.76,8.42,0.273,0.101,8933,0.166,32,37890,0.574,4.8,
SC,South,South Atlantic,Oconee County,45073,045073,Region 20,1/1/2014,8837,0.179,4.3,4.3,0.08,0.174,0.313,7.757,0.266,0.529,0.121,0.397,377.6,51.9,0.193,58,40,25,67.07,0.83,0.73,0.77,0.505,0.091,0.253,,0.339,,547.6,91.8,13.17,0.008,0.114,0.812,0.275,74627,0.01,0.649,0.13,66.6,399.6,6.6,59.1,0.141,0.058,19.79,22.36,0.229,0.093,9247,0.147,70,42062,0.481,5.74,0.195
SC,South,South Atlantic,Oconee County,45073,045073,Region 20,1/1/2015,9126,0.179,4.3,4.3,0.08,0.174,0.31,7.4,0.238,0.692,0.121,0.403,339,51.7,0.203,62,41,61,57.92,0.84,0.71,0.81,0.506,0.08,0.277,4.556,0.355,16.214,525.4,95.3,13.17,0.031,0.12,0.825,0.286,75045,0.01,0.649,0.129,66.6,414.1,5.9,46.7,0.145,0.058,19.26,25.29,0.241,0.097,9609,0.147,73,42077,0.5,4.7,
SC,South,South Atlantic,Orangeburg County,45075,045075,Region 20,1/1/2014,12120,0.194,3.9,3.7,0.14,0.213,0.403,5.451,0.301,0.212,0.11,0.404,1165.3,51.8,0.219,49,30,83,48.77,0.86,0.61,0.708,0.477,0.136,0.38,,0.52,,609.19,97.1,12.53,0.009,0.186,0.83,0.315,91476,0.008,0.638,0.16,580,556.2,12.8,131.3,0.254,0.063,41.3,5.26,0.275,0.079,9017,0.217,46,33796,0.642,14.85,0.317
SC,South,South Atlantic,Orangeburg County,45075,045075,Region 20,1/1/2015,11627,0.194,3.9,3.7,0.14,0.213,0.41,5.3,0.285,0.521,0.11,0.407,986.1,51.5,0.212,49,35,129,45.02,0.84,0.64,0.755,0.497,0.117,0.383,5.665,0.507,14.211,511.48,88,12.53,0.01,0.184,0.829,0.319,90942,0.007,0.638,0.162,580,534,13.7,93.8,0.239,0.063,35.14,6.35,0.262,0.085,9226,0.217,53,32180,0.745,14.6,
SC,South,South Atlantic,Pickens County,45077,045077,Region 20,1/1/2014,8244,0.182,3.7,3.8,0.09,0.204,0.285,7.148,0.237,0.465,0.1,0.419,321.1,30.9,0.204,64,44,45,64.52,0.86,0.71,0.72,0.592,0.082,0.208,,0.265,,339.87,78.6,13.09,0.06,0.145,0.852,0.342,119670,0.008,0.358,0.097,88.8,406.9,6.1,63.2,0.139,0.121,19.71,22.4,0.241,0.095,9603,0.168,41,39823,0.374,4.28,0.178
SC,South,South Atlantic,Pickens County,45077,045077,Region 20,1/1/2015,8843,0.182,3.7,3.8,0.09,0.204,0.296,6.8,0.223,0.572,0.1,0.482,329.2,29.8,0.202,69,48,89,59.74,0.88,0.7,0.75,0.584,0.065,0.217,4.695,0.28,13.37,352.24,83.7,13.09,0.028,0.154,0.853,0.336,119829,0.008,0.358,0.108,88.8,417.2,6.5,65.3,0.144,0.121,19.8,25.35,0.242,0.082,9929,0.168,43,42400,0.397,5.2,
SC,South,South Atlantic,Richland County,45079,045079,Region 20,1/1/2014,7501,0.143,3.4,3.3,0.11,0.165,0.311,6.441,0.25,0.674,0.184,0.489,894.3,31.4,0.159,85,68,179,44.15,0.85,0.68,0.629,0.715,0.084,0.23,,0.441,,987.59,58.2,12.49,0.001,0.164,0.786,0.252,393830,0.015,0.091,0.109,859.6,389.4,7.4,55.3,0.19,0.091,15.02,8.88,0.192,0.077,8919,0.136,70,47606,0.416,9.86,0.201
SC,South,South Atlantic,Richland County,45079,045079,Region 20,1/1/2015,7265,0.143,3.4,3.3,0.11,0.165,0.322,6.1,0.239,0.811,0.184,0.481,845,30.1,0.167,83,78,263,41.07,0.86,0.68,0.608,0.713,0.072,0.246,4.786,0.442,12.696,946.75,55.9,12.49,0.001,0.17,0.795,0.263,399256,0.014,0.091,0.111,859.6,372.9,6.7,58.9,0.186,0.091,13.23,9.49,0.203,0.073,8775,0.136,75,47492,0.382,8,
SC,South,South Atlantic,Saluda County,45081,045081,Region 20,1/1/2014,8762,0.164,3.4,2.9,0.1,0.201,0.32,7.921,0.315,0.111,0.179,0.48,578.4,50.7,0.255,10,25,45,47.01,0.83,0.57,0.775,0.414,0.076,0.287,,0.308,,535.38,76.7,12.71,0.008,0.119,0.753,0.445,19893,0.05,0.805,0.124,218.8,384.1,,108.8,0.152,0.021,24.3,7.36,0.303,0.133,8224,0.129,30,41552,0.619,7.36,0.274
SC,South,South Atlantic,Saluda County,45081,045081,Region 20,1/1/2015,9344,0.164,3.4,2.9,0.09,0.201,0.331,7.7,0.285,0.451,0.179,0.391,527.8,49.8,0.262,10,30,60,43.09,0.86,0.65,0.825,0.418,0.063,0.33,4.849,0.309,14.075,506.23,83,12.71,0.01,0.117,0.748,0.484,20091,0.056,0.805,0.134,218.8,387.9,,103.9,0.148,0.021,28.35,,0.317,0.118,8115,0.129,30,40366,0.848,8.3,
SC,South,South Atlantic,Spartanburg County,45083,045083,Region 20,1/1/2014,9019,0.169,3.8,4.3,0.1,0.195,0.285,6.671,0.28,0.582,0.116,0.408,587.7,53.1,0.193,65,42,43,65.44,0.87,0.67,0.774,0.566,0.09,0.272,,0.344,,546.1,79.7,12.87,0,0.131,0.85,0.249,288745,0.022,0.274,0.119,240.2,446.1,8.5,69.1,0.159,0.128,19.3,20.66,0.235,0.091,9211,0.179,43,41327,0.448,8.35,0.242
SC,South,South Atlantic,Spartanburg County,45083,045083,Region 20,1/1/2015,8442,0.169,3.8,4.3,0.1,0.195,0.293,6.4,0.273,0.742,0.116,0.38,533.3,51,0.203,65,47,84,64.28,0.88,0.66,0.79,0.571,0.073,0.269,4.789,0.363,13.541,483.73,76.4,12.87,0.049,0.137,0.85,0.257,290969,0.023,0.274,0.123,240.2,435,8,57.2,0.157,0.128,17.95,20.55,0.244,0.103,9479,0.179,48,42638,0.477,7.9,
SC,South,South Atlantic,Sumter County,45085,045085,Region 20,1/1/2014,9220,0.192,3.9,3.6,0.1,0.229,0.358,6.101,0.323,0.505,0.129,0.387,812.4,56.1,0.193,46,39,87,71.99,0.85,0.66,0.805,0.58,0.103,0.312,,0.421,,902.64,61.2,12.35,0.02,0.13,0.831,0.208,108052,0.011,0.32,0.141,644,450.2,8.4,78,0.205,0.095,22.68,4.03,0.244,0.075,9296,0.155,51,39014,0.603,10.6,0.273
